faturamento_nf_numero;faturamento_data_faturamento;faturamento_empresa_codigo_fk;faturamento_produto_codigo_fk;faturamento_qtde_produto;faturamento_valor_total;faturamento_valor_desconto;faturamento_tabela_preco_item_codigo_fk;faturamento_tabela_venda_codigo_fk;faturamento_cfop_codigo_fk;produto;produto_nome;grupo;grupo_nome;subgrupo;subgrupo_nome;empresa;empresa_nome;cidade_nome;cidade_estado;cidade_ibge;AnoMês;DiaSemana;AnoMêsExtenso
00076772;2025-04-01;1759;004.080000010210;15.000000;1560.450000;0.000000;004-004.080000010210;004;5.101     ;004.080000010210;I09652 NATURAL SEM VISOR CAIXA E TAMPA C/FORRAÇAO ;1;URNAS                                   ;2;URNA STD                                ;1759;PARAISO ASSISTENCIA FAMILIAR EIRELI     ;SAO SEBASTIAO                 ;SP;3550704;2025-04;Terça-feira;2025-04 Abril
00076775;2025-04-01;478;004.080002020411;5.000000;1314.500000;0.000000;041-004.080002020411;041;5.101     ;004.080002020411;I09039 URNA CARNEIRINHO S/VISOR ALÇA DURA C/VERNIZ;1;URNAS                                   ;2;URNA STD                                ;478;W A EMPRESA FUNERARIA LTDA - ME         ;SANTA GERTRUDES               ;SP;3546702;2025-04;Terça-feira;2025-04 Abril
00076772;2025-04-01;1759;004.080003010211;10.000000;1040.300000;0.000000;004-004.080003010211;004;5.101     ;004.080003010211;I09038 URNA 002 ASSISTENCIAL S/VERNIZ ALÇA DURA   ;1;URNAS                                   ;2;URNA STD                                ;1759;PARAISO ASSISTENCIA FAMILIAR EIRELI     ;SAO SEBASTIAO                 ;SP;3550704;2025-04;Terça-feira;2025-04 Abril
00076778;2025-04-01;164;004.080003010211;20.000000;3900.000000;0.000000;024-004.080003010211;024;5.101     ;004.080003010211;I09038 URNA 002 ASSISTENCIAL S/VERNIZ ALÇA DURA   ;1;URNAS                                   ;2;URNA STD                                ;164;URBANIZADORA MUNICIPAL S A URBAM        ;SAO JOSE DOS CAMPOS           ;SP;3549904;2025-04;Terça-feira;2025-04 Abril
00076778;2025-04-01;164;004.080009020212;10.000000;3000.000000;0.000000;024-004.080009020212;024;5.101     ;004.080009020212;I10095 URNA 004 STD BRANCO LISO C/ VNZ ALÇA PARREI;1;URNAS                                   ;2;URNA STD                                ;164;URBANIZADORA MUNICIPAL S A URBAM        ;SAO JOSE DOS CAMPOS           ;SP;3549904;2025-04;Terça-feira;2025-04 Abril
00076778;2025-04-01;164;010.080004030210;120.000000;22800.000000;0.000000;024-010.080004030210;024;5.101     ;010.080004030210;I10094 URNA 010 STD CASTANHO BORDADO FORRO + TNT +;1;URNAS                                   ;2;URNA STD                                ;164;URBANIZADORA MUNICIPAL S A URBAM        ;SAO JOSE DOS CAMPOS           ;SP;3549904;2025-04;Terça-feira;2025-04 Abril
00076778;2025-04-01;164;010.080004030312;20.000000;4000.000000;0.000000;024-010.080004030312;024;5.101     ;010.080004030312;I09710-010 CASTANHO ALÇA PARREIRA S/VISOR C/RENDA ;1;URNAS                                   ;2;URNA STD                                ;164;URBANIZADORA MUNICIPAL S A URBAM        ;SAO JOSE DOS CAMPOS           ;SP;3549904;2025-04;Terça-feira;2025-04 Abril
00076776;2025-04-01;978;010.080006030812;2.000000;564.000000;0.000000;007-010.080006030812;007;5.101     ;010.080006030812;I09708 URNA 010 STD SOMBREADO FORRO + TNT + RENDA ;1;URNAS                                   ;2;URNA STD                                ;978;SILVIA MARIA CANDIDO LTDA               ;MOGI GUACU                    ;SP;3530706;2025-04;Terça-feira;2025-04 Abril
00076778;2025-04-01;164;010.090004030237;10.000000;2600.000000;0.000000;024-010.090004030237;024;5.101     ;010.090004030237;I10097 URNA 010 2,10 M CASTANHO BORDADO FORRO + TN;1;URNAS                                   ;4;URNA 2.10 M                             ;164;URBANIZADORA MUNICIPAL S A URBAM        ;SAO JOSE DOS CAMPOS           ;SP;3549904;2025-04;Terça-feira;2025-04 Abril
00076778;2025-04-01;164;010.100004030210;20.000000;3900.000000;0.000000;024-010.100004030210;024;5.101     ;010.100004030210;I10096 URNA 010 GORDA NORMAL CASTANHO BORDADO FORR;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;164;URBANIZADORA MUNICIPAL S A URBAM        ;SAO JOSE DOS CAMPOS           ;SP;3549904;2025-04;Terça-feira;2025-04 Abril
00076769;2025-04-01;2225;013.070102050728;50.000000;14000.000000;0.000000;017-013.070102050728;017;5.101     ;013.070102050728;I08343 URNA 013 1,90 M CASTANHO LISA C/ VNZ TNT + ;1;URNAS                                   ;3;URNA 1.90 M                             ;2225;SPE CONSORCIO CORTEL SP S.A             ;SAO PAULO                     ;SP;3550308;2025-04;Terça-feira;2025-04 Abril
00076773;2025-04-01;4138;013.080100040010;1.000000;231.000000;0.000000;008-013.080100040010;008;5.101     ;013.080100040010;I09660 NATURAL COM VISOR                          ;1;URNAS                                   ;2;URNA STD                                ;4138;HTC DISTRIBUIDORA DE MOVEIS HOSPITALARES;SAO PAULO                     ;SP;3550308;2025-04;Terça-feira;2025-04 Abril
00076771;2025-04-01;2217;013.080105010010;50.000000;11300.000000;0.000000;016-013.080105010010;016;5.101     ;013.080105010010;I10000 SERÁ INATIVADA URNA 013 MOGNO LISA COM VERN;1;URNAS                                   ;2;URNA STD                                ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Terça-feira;2025-04 Abril
00076769;2025-04-01;2225;013.090100040037;2.000000;690.000000;0.000000;017-013.090100040037;017;5.101     ;013.090100040037;I09779 URNA 013 2,10 NATURAL COM ALÇA DURA PRATA  ;1;URNAS                                   ;4;URNA 2.10 M                             ;2225;SPE CONSORCIO CORTEL SP S.A             ;SAO PAULO                     ;SP;3550308;2025-04;Terça-feira;2025-04 Abril
00076769;2025-04-01;2225;013.140102050729;3.000000;1170.000000;0.000000;017-013.140102050729;017;5.101     ;013.140102050729;I08346 URNA 020 CX DUPLA 2,15M CASTANHO           ;1;URNAS                                   ;10;URNA CAIXA DUPLA                        ;2225;SPE CONSORCIO CORTEL SP S.A             ;SAO PAULO                     ;SP;3550308;2025-04;Terça-feira;2025-04 Abril
00076774;2025-04-01;400;015.021315082406;30.000000;9320.400000;0.000000;010-015.021315082406;010;5.101 A   ;015.021315082406;I01086 URNA 015 INFANTIL 1,00 M BRANCO ESMALTADO A;1;URNAS                                   ;21;URNA 1.00 M SEXT.                       ;400;PREFEITURA MUNICIPAL DE BARUERI         ;BARUERI                       ;SP;3505708;2025-04;Terça-feira;2025-04 Abril
00076772;2025-04-01;1759;015.080104051112;10.000000;1261.700000;0.000000;004-015.080104051112;004;5.101     ;015.080104051112;I09713 URNA 015 CASTANHO ALÇA PARREIRA COM VISOR  ;1;URNAS                                   ;2;URNA STD                                ;1759;PARAISO ASSISTENCIA FAMILIAR EIRELI     ;SAO SEBASTIAO                 ;SP;3550704;2025-04;Terça-feira;2025-04 Abril
00076774;2025-04-01;400;015.080104051112;286.000000;91817.440000;0.000000;010-015.080104051112;010;5.101 A   ;015.080104051112;I09713 URNA 015 CASTANHO ALÇA PARREIRA COM VISOR  ;1;URNAS                                   ;2;URNA STD                                ;400;PREFEITURA MUNICIPAL DE BARUERI         ;BARUERI                       ;SP;3505708;2025-04;Terça-feira;2025-04 Abril
00076776;2025-04-01;978;015.080104051112;2.000000;649.000000;0.000000;007-015.080104051112;007;5.101     ;015.080104051112;I09713 URNA 015 CASTANHO ALÇA PARREIRA COM VISOR  ;1;URNAS                                   ;2;URNA STD                                ;978;SILVIA MARIA CANDIDO LTDA               ;MOGI GUACU                    ;SP;3530706;2025-04;Terça-feira;2025-04 Abril
00076777;2025-04-01;400;015.080104051112;130.000000;41735.200000;0.000000;010-015.080104051112;010;5.101 A   ;015.080104051112;I09713 URNA 015 CASTANHO ALÇA PARREIRA COM VISOR  ;1;URNAS                                   ;2;URNA STD                                ;400;PREFEITURA MUNICIPAL DE BARUERI         ;BARUERI                       ;SP;3505708;2025-04;Terça-feira;2025-04 Abril
00076774;2025-04-01;400;015.090104051138;25.000000;5695.750000;0.000000;010-015.090104051138;010;5.101 A   ;015.090104051138;I09982 URNA 015 2,10 M CASTANHO BORDADO TNT + REND;1;URNAS                                   ;4;URNA 2.10 M                             ;400;PREFEITURA MUNICIPAL DE BARUERI         ;BARUERI                       ;SP;3505708;2025-04;Terça-feira;2025-04 Abril
00076769;2025-04-01;2225;020.080104050732;70.000000;19600.000000;0.000000;017-020.080104050732;017;5.101     ;020.080104050732;I09716 URNA 020 BORDADA CASTANHO VARÃO CANOPLA DOU;1;URNAS                                   ;2;URNA STD                                ;2225;SPE CONSORCIO CORTEL SP S.A             ;SAO PAULO                     ;SP;3550308;2025-04;Terça-feira;2025-04 Abril
00076772;2025-04-01;1759;020.080104050732;15.000000;2201.550000;0.000000;004-020.080104050732;004;5.101     ;020.080104050732;I09716 URNA 020 BORDADA CASTANHO VARÃO CANOPLA DOU;1;URNAS                                   ;2;URNA STD                                ;1759;PARAISO ASSISTENCIA FAMILIAR EIRELI     ;SAO SEBASTIAO                 ;SP;3550704;2025-04;Terça-feira;2025-04 Abril
00076776;2025-04-01;978;020.080106051228;1.000000;309.000000;0.000000;007-020.080106051228;007;5.101     ;020.080106051228;I09718 URNA 020 STD SOMBREADO VARÃO SEM PONTEIRA  ;1;URNAS                                   ;2;URNA STD                                ;978;SILVIA MARIA CANDIDO LTDA               ;MOGI GUACU                    ;SP;3530706;2025-04;Terça-feira;2025-04 Abril
00076769;2025-04-01;2225;020.100104050728;3.000000;1170.000000;0.000000;017-020.100104050728;017;5.101     ;020.100104050728;I10054 URNA 020 G CASTANHO C/ SILK E VARAO PONTEIR;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;2225;SPE CONSORCIO CORTEL SP S.A             ;SAO PAULO                     ;SP;3550308;2025-04;Terça-feira;2025-04 Abril
00076768;2025-04-01;452;020.100106051228;4.000000;1504.000000;0.000000;030-020.100106051228;030;5.101     ;020.100106051228;I09884 URNA 020 GORDA NORMAL SOMBREADO TNT + RENDA;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;452;BOM PASTOR DE HORTOLANDIA ORGANIZACAO DE;HORTOLANDIA                   ;SP;3519071;2025-04;Terça-feira;2025-04 Abril
00076782;2025-04-02;1173;999.11.001      ;43.200000;2808.000000;0.000000;020-999.11.001;020;5.101 R   ;999.11.001      ;RESIDUO DE MADEIRA DE PINUS EM CAVACO             ;999;GRUPO PRODUTOS SEM CONTROLE SALDO       ;11;DIVERSOS                                ;1173;SSB ENERGIA RENOVAVEL LTDA              ;CORDEIROPOLIS                 ;SP;3512407;2025-04;Quarta-feira;2025-04 Abril
00076783;2025-04-03;99;013.090102053338;3.000000;1080.000000;0.000000;023-013.090102053338;023;5.101 A   ;013.090102053338;I08802 URNA 013 2,10 M CASTANHO LISA C/ VNZ TNT + ;1;URNAS                                   ;4;URNA 2.10 M                             ;99;SERVICO FUNERARIO DO MUNICIPIO DE SANTO ;SANTO ANDRE                   ;SP;3547809;2025-04;Quinta-feira;2025-04 Abril
00076783;2025-04-03;99;015.100104051112;3.000000;1140.000000;0.000000;023-015.100104051112;023;5.101 A   ;015.100104051112;I09890 URNA 015 G NORMAL BORDADO CASTANHO         ;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;99;SERVICO FUNERARIO DO MUNICIPIO DE SANTO ;SANTO ANDRE                   ;SP;3547809;2025-04;Quinta-feira;2025-04 Abril
00076792;2025-04-04;2223;004.080000170201;100.000000;17000.000000;0.000000;20-004.080000170201;20 ;5.101     ;004.080000170201;F00023 URNA 004 STD NATURAL SEM FORRAÇÃO CH/ES PLA;1;URNAS                                   ;2;URNA STD                                ;2223;CONCESSIONARIA DE CEMITERIOS E SERVICOS ;SAO PAULO                     ;SP;3550308;2025-04;Sexta-feira;2025-04 Abril
00076790;2025-04-04;2394;004.080002020411;2.000000;622.600000;0.000000;008-004.080002020411;008;5.101     ;004.080002020411;I09039 URNA CARNEIRINHO S/VISOR ALÇA DURA C/VERNIZ;1;URNAS                                   ;2;URNA STD                                ;2394;FATIMA COSTA SOARES SERVICOS ASSISTENCIA;PAULINIA                      ;SP;3536505;2025-04;Sexta-feira;2025-04 Abril
00076789;2025-04-04;583;004.080003010211;5.000000;1275.000000;0.000000;030-004.080003010211;030;5.101     ;004.080003010211;I09038 URNA 002 ASSISTENCIAL S/VERNIZ ALÇA DURA   ;1;URNAS                                   ;2;URNA STD                                ;583;BILATTO E SCHERRES ORGANIZACAO DE LUTO L;PAULINIA                      ;SP;3536505;2025-04;Sexta-feira;2025-04 Abril
00076790;2025-04-04;2394;004.080003010211;1.000000;286.000000;0.000000;008-004.080003010211;008;5.101     ;004.080003010211;I09038 URNA 002 ASSISTENCIAL S/VERNIZ ALÇA DURA   ;1;URNAS                                   ;2;URNA STD                                ;2394;FATIMA COSTA SOARES SERVICOS ASSISTENCIA;PAULINIA                      ;SP;3536505;2025-04;Sexta-feira;2025-04 Abril
00076787;2025-04-04;282;004.100000010210;3.000000;927.000000;0.000000;030-004.100000010210;030;5.101     ;004.100000010210;I09981 URNA CAIXAO NATURAL GORDO S/SILK ALCA DURA ;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;282;EMPRESA FUNERARIA GULLO ARTHUR NOGUEIRA ;ARTUR NOGUEIRA                ;SP;3503802;2025-04;Sexta-feira;2025-04 Abril
00076785;2025-04-04;34;004.100002010210;2.000000;618.000000;0.000000;030-004.100002010210;030;5.101     ;004.100002010210;I09556 002 ASSISTENCIAL GORDA S/VERNIZ FOSCA 120KG;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;34;FUNERARIA SAO PAULO LTDA                ;CARAPICUIBA                   ;SP;3510609;2025-04;Sexta-feira;2025-04 Abril
00076788;2025-04-04;282;004.100002010210;3.000000;927.000000;0.000000;030-004.100002010210;030;5.101     ;004.100002010210;I09556 002 ASSISTENCIAL GORDA S/VERNIZ FOSCA 120KG;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;282;EMPRESA FUNERARIA GULLO ARTHUR NOGUEIRA ;ARTUR NOGUEIRA                ;SP;3503802;2025-04;Sexta-feira;2025-04 Abril
00076788;2025-04-04;282;004.100002020410;3.000000;927.000000;0.000000;030-004.100002020410;030;5.101     ;004.100002020410;I09555 CARNEIRINHO GORDA CASTANHO SEM VISOR 120KG ;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;282;EMPRESA FUNERARIA GULLO ARTHUR NOGUEIRA ;ARTUR NOGUEIRA                ;SP;3503802;2025-04;Sexta-feira;2025-04 Abril
00076790;2025-04-04;2394;010.080004030312;2.000000;638.000000;0.000000;008-010.080004030312;008;5.101     ;010.080004030312;I09710-010 CASTANHO ALÇA PARREIRA S/VISOR C/RENDA ;1;URNAS                                   ;2;URNA STD                                ;2394;FATIMA COSTA SOARES SERVICOS ASSISTENCIA;PAULINIA                      ;SP;3536505;2025-04;Sexta-feira;2025-04 Abril
00076787;2025-04-04;282;010.080006030812;10.000000;2820.000000;0.000000;030-010.080006030812;030;5.101     ;010.080006030812;I09708 URNA 010 STD SOMBREADO FORRO + TNT + RENDA ;1;URNAS                                   ;2;URNA STD                                ;282;EMPRESA FUNERARIA GULLO ARTHUR NOGUEIRA ;ARTUR NOGUEIRA                ;SP;3503802;2025-04;Sexta-feira;2025-04 Abril
00076789;2025-04-04;583;010.080006030812;5.000000;1410.000000;0.000000;030-010.080006030812;030;5.101     ;010.080006030812;I09708 URNA 010 STD SOMBREADO FORRO + TNT + RENDA ;1;URNAS                                   ;2;URNA STD                                ;583;BILATTO E SCHERRES ORGANIZACAO DE LUTO L;PAULINIA                      ;SP;3536505;2025-04;Sexta-feira;2025-04 Abril
00076785;2025-04-04;34;013.001209082206;5.000000;755.000000;0.000000;030-013.001209082206;030;5.101     ;013.001209082206;I09894 URNA 0,60CM INFANTIL LISA BRANCO COM VERNIZ;1;URNAS                                   ;19;URNA 0.60 M SEXT.                       ;34;FUNERARIA SAO PAULO LTDA                ;CARAPICUIBA                   ;SP;3510609;2025-04;Sexta-feira;2025-04 Abril
00076793;2025-04-04;2217;013.070105010010;10.000000;2260.000000;0.000000;016-013.070105010010;016;5.101     ;013.070105010010;I10016 ESSE ITEM SERA INATIVADO                   ;1;URNAS                                   ;2;URNA STD                                ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Sexta-feira;2025-04 Abril
00076785;2025-04-04;34;013.080102020610;25.000000;6600.000000;0.000000;027-013.080102020610;027;5.101     ;013.080102020610;I09534 INATIVAR URNA 013 CASTANHO LISO COM VERNIZ ;1;URNAS                                   ;2;URNA STD                                ;34;FUNERARIA SAO PAULO LTDA                ;CARAPICUIBA                   ;SP;3510609;2025-04;Sexta-feira;2025-04 Abril
00076787;2025-04-04;282;013.080102020610;10.000000;2640.000000;0.000000;030-013.080102020610;030;5.101     ;013.080102020610;I09534 INATIVAR URNA 013 CASTANHO LISO COM VERNIZ ;1;URNAS                                   ;2;URNA STD                                ;282;EMPRESA FUNERARIA GULLO ARTHUR NOGUEIRA ;ARTUR NOGUEIRA                ;SP;3503802;2025-04;Sexta-feira;2025-04 Abril
00076793;2025-04-04;2217;013.100103060010;20.000000;9116.000000;0.000000;016-013.100103060010;016;5.101     ;013.100103060010;I09699 URNA 013 GORDA NORMAL CASTANHO LISA FOSCA F;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Sexta-feira;2025-04 Abril
00076789;2025-04-04;583;013.140102050729;2.000000;996.000000;0.000000;030-013.140102050729;030;5.101     ;013.140102050729;I08346 URNA 020 CX DUPLA 2,15M CASTANHO           ;1;URNAS                                   ;10;URNA CAIXA DUPLA                        ;583;BILATTO E SCHERRES ORGANIZACAO DE LUTO L;PAULINIA                      ;SP;3536505;2025-04;Sexta-feira;2025-04 Abril
00076793;2025-04-04;2217;013.140105010037;19.000000;6752.600000;0.000000;016-013.140105010037;016;5.101     ;013.140105010037;I10017 ESSE ITEM SERA INATIVADO                   ;1;URNAS                                   ;2;URNA STD                                ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Sexta-feira;2025-04 Abril
00076794;2025-04-04;2006;015.080104051112;15.000000;4290.000000;0.000000;037-015.080104051112;037;6.101     ;015.080104051112;I09713 URNA 015 CASTANHO ALÇA PARREIRA COM VISOR  ;1;URNAS                                   ;2;URNA STD                                ;2006;MARCIA CRISTINA DE CAMPOS 25361874892   ;JACUTINGA                     ;MG;3134905;2025-04;Sexta-feira;2025-04 Abril
00076790;2025-04-04;2394;020.080104050732;3.000000;450.000000;0.000000;004-020.080104050732;004;5.101     ;020.080104050732;I09716 URNA 020 BORDADA CASTANHO VARÃO CANOPLA DOU;1;URNAS                                   ;2;URNA STD                                ;2394;FATIMA COSTA SOARES SERVICOS ASSISTENCIA;PAULINIA                      ;SP;3536505;2025-04;Sexta-feira;2025-04 Abril
00076791;2025-04-04;1793;020.080104050732;5.000000;750.000000;0.000000;004-020.080104050732;004;5.101     ;020.080104050732;I09716 URNA 020 BORDADA CASTANHO VARÃO CANOPLA DOU;1;URNAS                                   ;2;URNA STD                                ;1793;FUNERARIA XIMENES ASSISTENCIA E AUXILIO ;JANDIRA                       ;SP;3525003;2025-04;Sexta-feira;2025-04 Abril
00076786;2025-04-04;880;020.080106051228;3.000000;927.000000;0.000000;027-020.080106051228;027;5.101     ;020.080106051228;I09718 URNA 020 STD SOMBREADO VARÃO SEM PONTEIRA  ;1;URNAS                                   ;2;URNA STD                                ;880;G C DE FREITAS GONCALVES ME             ;MOGI MIRIM                    ;SP;3530805;2025-04;Sexta-feira;2025-04 Abril
00076787;2025-04-04;282;020.080106051228;10.000000;3090.000000;0.000000;030-020.080106051228;030;5.101     ;020.080106051228;I09718 URNA 020 STD SOMBREADO VARÃO SEM PONTEIRA  ;1;URNAS                                   ;2;URNA STD                                ;282;EMPRESA FUNERARIA GULLO ARTHUR NOGUEIRA ;ARTUR NOGUEIRA                ;SP;3503802;2025-04;Sexta-feira;2025-04 Abril
00076789;2025-04-04;583;020.080106051228;30.000000;9270.000000;0.000000;030-020.080106051228;030;5.101     ;020.080106051228;I09718 URNA 020 STD SOMBREADO VARÃO SEM PONTEIRA  ;1;URNAS                                   ;2;URNA STD                                ;583;BILATTO E SCHERRES ORGANIZACAO DE LUTO L;PAULINIA                      ;SP;3536505;2025-04;Sexta-feira;2025-04 Abril
00076794;2025-04-04;2006;020.080106051228;5.000000;1545.000000;0.000000;030-020.080106051228;030;6.101     ;020.080106051228;I09718 URNA 020 STD SOMBREADO VARÃO SEM PONTEIRA  ;1;URNAS                                   ;2;URNA STD                                ;2006;MARCIA CRISTINA DE CAMPOS 25361874892   ;JACUTINGA                     ;MG;3134905;2025-04;Sexta-feira;2025-04 Abril
00076791;2025-04-04;1793;020.090104050729;2.000000;450.000000;0.000000;004-020.090104050729;004;5.101     ;020.090104050729;I10180 URNA 020 CMP 2,10M CAST.VARAO C/PONTEIRA   ;1;URNAS                                   ;4;URNA 2.10 M                             ;1793;FUNERARIA XIMENES ASSISTENCIA E AUXILIO ;JANDIRA                       ;SP;3525003;2025-04;Sexta-feira;2025-04 Abril
00076790;2025-04-04;2394;020.100104050728;1.000000;225.000000;0.000000;004-020.100104050728;004;5.101     ;020.100104050728;I10054 URNA 020 G CASTANHO C/ SILK E VARAO PONTEIR;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;2394;FATIMA COSTA SOARES SERVICOS ASSISTENCIA;PAULINIA                      ;SP;3536505;2025-04;Sexta-feira;2025-04 Abril
00076786;2025-04-04;880;020.100106051228;1.000000;376.000000;0.000000;027-020.100106051228;027;5.101     ;020.100106051228;I09884 URNA 020 GORDA NORMAL SOMBREADO TNT + RENDA;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;880;G C DE FREITAS GONCALVES ME             ;MOGI MIRIM                    ;SP;3530805;2025-04;Sexta-feira;2025-04 Abril
00076789;2025-04-04;583;020.100106051228;2.000000;752.000000;0.000000;030-020.100106051228;030;5.101     ;020.100106051228;I09884 URNA 020 GORDA NORMAL SOMBREADO TNT + RENDA;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;583;BILATTO E SCHERRES ORGANIZACAO DE LUTO L;PAULINIA                      ;SP;3536505;2025-04;Sexta-feira;2025-04 Abril
00076795;2025-04-07;58;004.080000010210;5.000000;1045.000000;0.000000;030-004.080000010210;030;5.101     ;004.080000010210;I09652 NATURAL SEM VISOR CAIXA E TAMPA C/FORRAÇAO ;1;URNAS                                   ;2;URNA STD                                ;58;ORG SOCIAL DE LUTO A T LTDA ME          ;LIMEIRA                       ;SP;3526902;2025-04;Segunda-feira;2025-04 Abril
00076796;2025-04-07;880;004.080002020411;5.000000;1440.000000;0.000000;030-004.080002020411;030;5.101     ;004.080002020411;I09039 URNA CARNEIRINHO S/VISOR ALÇA DURA C/VERNIZ;1;URNAS                                   ;2;URNA STD                                ;880;G C DE FREITAS GONCALVES ME             ;MOGI MIRIM                    ;SP;3530805;2025-04;Segunda-feira;2025-04 Abril
00076799;2025-04-07;59;004.080003010211;8.000000;2040.000000;0.000000;030-004.080003010211;030;5.101     ;004.080003010211;I09038 URNA 002 ASSISTENCIAL S/VERNIZ ALÇA DURA   ;1;URNAS                                   ;2;URNA STD                                ;59;ORGANIZACAO SOCIAL DE LUTO BOM PASTOR LT;LIMEIRA                       ;SP;3526902;2025-04;Segunda-feira;2025-04 Abril
00076800;2025-04-07;2217;013.070102010010;10.000000;2160.000000;0.000000;016-013.070102010010;016;5.101     ;013.070102010010;I09823 INATIVADA                                  ;1;URNAS                                   ;2;URNA STD                                ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Segunda-feira;2025-04 Abril
00076800;2025-04-07;2217;013.080100040010;37.000000;7400.000000;0.000000;016-013.080100040010;016;5.101     ;013.080100040010;I09660 NATURAL COM VISOR                          ;1;URNAS                                   ;2;URNA STD                                ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Segunda-feira;2025-04 Abril
00076800;2025-04-07;2217;013.080103060010;80.000000;17280.000000;0.000000;016-013.080103060010;016;5.101     ;013.080103060010;I09698 URNA 013 STD CASTANHO LISA FOSCA FORRO CX E;1;URNAS                                   ;2;URNA STD                                ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Segunda-feira;2025-04 Abril
00076800;2025-04-07;2217;013.080105010010;100.000000;22600.000000;0.000000;016-013.080105010010;016;5.101     ;013.080105010010;I10000 SERÁ INATIVADA URNA 013 MOGNO LISA COM VERN;1;URNAS                                   ;2;URNA STD                                ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Segunda-feira;2025-04 Abril
00076800;2025-04-07;2217;013.090100040037;5.000000;1220.000000;0.000000;016-013.090100040037;016;5.101     ;013.090100040037;I09779 URNA 013 2,10 NATURAL COM ALÇA DURA PRATA  ;1;URNAS                                   ;4;URNA 2.10 M                             ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Segunda-feira;2025-04 Abril
00076800;2025-04-07;2217;013.090103060037;5.000000;1777.000000;0.000000;016-013.090103060037;016;5.101     ;013.090103060037;I09700 URNA 013 2,10 M CASTANHO LISA FOSCA FORRO C;1;URNAS                                   ;4;URNA 2.10 M                             ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Segunda-feira;2025-04 Abril
00076800;2025-04-07;2217;013.100100040010;5.000000;1685.000000;0.000000;016-013.100100040010;016;5.101     ;013.100100040010;I09778 URNA 013 GORDA NORMAL NATURAL COM BABADO E ;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Segunda-feira;2025-04 Abril
00076800;2025-04-07;2217;013.140100040037;7.000000;2993.900000;0.000000;016-013.140100040037;016;5.101     ;013.140100040037;I09777 URNA 013 GG 2,10 NATURAL ALÇA DURA PRATA   ;1;URNAS                                   ;10;URNA CAIXA DUPLA                        ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Segunda-feira;2025-04 Abril
00076799;2025-04-07;59;013.140102050729;5.000000;2490.000000;0.000000;030-013.140102050729;030;5.101     ;013.140102050729;I08346 URNA 020 CX DUPLA 2,15M CASTANHO           ;1;URNAS                                   ;10;URNA CAIXA DUPLA                        ;59;ORGANIZACAO SOCIAL DE LUTO BOM PASTOR LT;LIMEIRA                       ;SP;3526902;2025-04;Segunda-feira;2025-04 Abril
00076800;2025-04-07;2217;013.140103060037;20.000000;7108.000000;0.000000;016-013.140103060037;016;5.101     ;013.140103060037;I09701 URNA 013 CAIXA DUPLA CASTANHO LISA FOSCA FO;1;URNAS                                   ;10;URNA CAIXA DUPLA                        ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-04;Segunda-feira;2025-04 Abril
00076799;2025-04-07;59;020.080106051228;25.000000;7725.000000;0.000000;030-020.080106051228;030;5.101     ;020.080106051228;I09718 URNA 020 STD SOMBREADO VARÃO SEM PONTEIRA  ;1;URNAS                                   ;2;URNA STD                                ;59;ORGANIZACAO SOCIAL DE LUTO BOM PASTOR LT;LIMEIRA                       ;SP;3526902;2025-04;Segunda-feira;2025-04 Abril
