faturamento_nf_numero;faturamento_data_faturamento;faturamento_empresa_codigo_fk;faturamento_produto_codigo_fk;faturamento_qtde_produto;faturamento_valor_total;faturamento_valor_desconto;faturamento_tabela_preco_item_codigo_fk;faturamento_tabela_venda_codigo_fk;faturamento_cfop_codigo_fk;produto;produto_nome;grupo;grupo_nome;subgrupo;subgrupo_nome;empresa;empresa_nome;cidade_nome;cidade_estado;cidade_ibge;AnoMês;DiaSemana;AnoMêsExtenso
00077811;2025-09-17;978;020.080106050732;2.000000;600.000000;0.000000;034-020.080106050732;034;5.101     ;020.080106050732;I09714 URNA 020 BORDADA SOMBREADA VARAO E CANOPLA ;1;URNAS                                   ;2;URNA STD                                ;978;SILVIA MARIA CANDIDO LTDA               ;MOGI GUACU                    ;SP;3530706;2025-09;Quarta-feira;2025-09 Setembro
00000003;2025-09-17;4280;IUB00103        ;3.000000;34.900000;5.000000;-IUB00103;   ;5.101     ;IUB00103        ;R. KIT PRATELEIRA PRETO 60X20 COM SUP. INVISIVEL  ;999;GRUPO PRODUTOS SEM CONTROLE SALDO       ;99;MERCADO LIVRE                           ;4280;LARISSA PICKEL                          ;ARARAQUARA                    ;SP;3503208;2025-09;Quarta-feira;2025-09 Setembro
00077816;2025-09-18;855;004.080002030528;12.000000;3564.000000;0.000000;027-004.080002030528;027;5.101     ;004.080002030528;I09049 URNA 010 CASTANHO LISO VARAO SEM VISOR     ;1;URNAS                                   ;2;URNA STD                                ;855;FUNERARIA MOTTA LTDA ME                 ;BRAGANCA PAULISTA             ;SP;3507605;2025-09;Quinta-feira;2025-09 Setembro
00077817;2025-09-18;1661;013.001209082206;5.000000;870.000000;0.000000;005-013.001209082206;005;5.101     ;013.001209082206;I09894 URNA 0,60CM INFANTIL LISA BRANCO COM VERNIZ;1;URNAS                                   ;19;URNA 0.60 M SEXT.                       ;1661;ONOKAWA GESTAO DE PROCESSOS FUNERARIOS L;GUARULHOS                     ;SP;3518800;2025-09;Quinta-feira;2025-09 Setembro
00077819;2025-09-18;1442;013.001209082206;4.000000;580.000000;0.000000;004-013.001209082206;004;5.101     ;013.001209082206;I09894 URNA 0,60CM INFANTIL LISA BRANCO COM VERNIZ;1;URNAS                                   ;19;URNA 0.60 M SEXT.                       ;1442;FUNERAL SANTA FE LTDA                   ;DIADEMA                       ;SP;3513801;2025-09;Quinta-feira;2025-09 Setembro
00077819;2025-09-18;1442;013.080102040610;10.000000;1030.000000;0.000000;004-013.080102040610;004;5.101     ;013.080102040610;I09534 URNA 013 STD CASTANHO LISA C/ VNZ ALÇA DURA;1;URNAS                                   ;2;URNA STD                                ;1442;FUNERAL SANTA FE LTDA                   ;DIADEMA                       ;SP;3513801;2025-09;Quinta-feira;2025-09 Setembro
00077821;2025-09-18;99;013.090102053338;2.000000;720.000000;0.000000;023-013.090102053338;023;5.101     ;013.090102053338;I08802 URNA 013 2,10 M CASTANHO LISA C/ VNZ TNT + ;1;URNAS                                   ;4;URNA 2.10 M                             ;99;SERVICO FUNERARIO DO MUNICIPIO DE SANTO ;SANTO ANDRE                   ;SP;3547809;2025-09;Quinta-feira;2025-09 Setembro
00077823;2025-09-18;1827;013.100102043310;20.000000;9800.000000;0.000000;011-013.100102043310;011;6.107     ;013.100102043310;I09988 URNA 013 GORDA NORMAL CASTANHO LISA C/ VNZ ;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;1827;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL   ;BARRA MANSA                   ;RJ;3300407;2025-09;Quinta-feira;2025-09 Setembro
00077817;2025-09-18;1661;013.140102050729;2.000000;1540.000000;0.000000;076-013.140102050729;076;5.101     ;013.140102050729;I08346 URNA 020 CX DUPLA 2,15M CASTANHO           ;1;URNAS                                   ;10;URNA CAIXA DUPLA                        ;1661;ONOKAWA GESTAO DE PROCESSOS FUNERARIOS L;GUARULHOS                     ;SP;3518800;2025-09;Quinta-feira;2025-09 Setembro
00077820;2025-09-18;1558;013.140102050729;6.000000;3534.000000;0.000000;006-013.140102050729;006;5.101     ;013.140102050729;I08346 URNA 020 CX DUPLA 2,15M CASTANHO           ;1;URNAS                                   ;10;URNA CAIXA DUPLA                        ;1558;AMARE GESTAO DE PROCESSOS LTDA EPP      ;ARACARIGUAMA                  ;SP;3502754;2025-09;Quinta-feira;2025-09 Setembro
00077819;2025-09-18;1442;015.080104051112;60.000000;6600.000000;0.000000;004-015.080104051112;004;5.101     ;015.080104051112;I09713 URNA 015 CASTANHO ALÇA PARREIRA COM VISOR  ;1;URNAS                                   ;2;URNA STD                                ;1442;FUNERAL SANTA FE LTDA                   ;DIADEMA                       ;SP;3513801;2025-09;Quinta-feira;2025-09 Setembro
00077821;2025-09-18;99;015.080104051112;70.000000;12600.000000;0.000000;023-015.080104051112;023;5.101     ;015.080104051112;I09713 URNA 015 CASTANHO ALÇA PARREIRA COM VISOR  ;1;URNAS                                   ;2;URNA STD                                ;99;SERVICO FUNERARIO DO MUNICIPIO DE SANTO ;SANTO ANDRE                   ;SP;3547809;2025-09;Quinta-feira;2025-09 Setembro
00077817;2025-09-18;1661;020.080104050732;10.000000;3300.000000;0.000000;047-020.080104050732;047;5.101     ;020.080104050732;I09716 URNA 020 BORDADA CASTANHO VARÃO CANOPLA DOU;1;URNAS                                   ;2;URNA STD                                ;1661;ONOKAWA GESTAO DE PROCESSOS FUNERARIOS L;GUARULHOS                     ;SP;3518800;2025-09;Quinta-feira;2025-09 Setembro
00077823;2025-09-18;1827;020.080104053334;20.000000;4560.000000;0.000000;011-020.080104053334;011;6.107     ;020.080104053334;I09805 URNA 020 CASTANHO COM VARAO E CANOPLA NATU ;1;URNAS                                   ;2;URNA STD                                ;1827;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL   ;BARRA MANSA                   ;RJ;3300407;2025-09;Quinta-feira;2025-09 Setembro
00077822;2025-09-18;1827;020.080104053334;29.000000;6612.000000;0.000000;011-020.080104053334;011;6.107 A   ;020.080104053334;I09805 URNA 020 CASTANHO COM VARAO E CANOPLA NATU ;1;URNAS                                   ;2;URNA STD                                ;1827;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL   ;BARRA MANSA                   ;RJ;3300407;2025-09;Quinta-feira;2025-09 Setembro
00077817;2025-09-18;1661;020.090106050733;2.000000;1000.000000;0.000000;076-020.090106050733;076;5.101     ;020.090106050733;I09771 URNA 020 COMP 2,10M SOMB. VARAO SUPOR.DOURA;1;URNAS                                   ;4;URNA 2.10 M                             ;1661;ONOKAWA GESTAO DE PROCESSOS FUNERARIOS L;GUARULHOS                     ;SP;3518800;2025-09;Quinta-feira;2025-09 Setembro
00077817;2025-09-18;1661;040.080206050932;10.000000;3300.000000;0.000000;047-040.080206050932;047;5.101     ;040.080206050932;I09720 URNA 040 SOMB. BORD. BIBLIA VARAO CANO.DOUR;1;URNAS                                   ;2;URNA STD                                ;1661;ONOKAWA GESTAO DE PROCESSOS FUNERARIOS L;GUARULHOS                     ;SP;3518800;2025-09;Quinta-feira;2025-09 Setembro
00077818;2025-09-18;2347;040.080206050932;4.000000;1628.000000;0.000000;006-040.080206050932;006;5.101     ;040.080206050932;I09720 URNA 040 SOMB. BORD. BIBLIA VARAO CANO.DOUR;1;URNAS                                   ;2;URNA STD                                ;2347;JULIANA ANDRIO MENDES DE CARVALHO       ;GUARULHOS                     ;SP;3518800;2025-09;Quinta-feira;2025-09 Setembro
00077818;2025-09-18;2347;043.081807115132;2.000000;1056.000000;0.000000;006-043.081807115132;006;5.101     ;043.081807115132;I09797 URNA 042  CEREJEIRA SOBRETAMPO OVAL VARAO  ;1;URNAS                                   ;2;URNA STD                                ;2347;JULIANA ANDRIO MENDES DE CARVALHO       ;GUARULHOS                     ;SP;3518800;2025-09;Quinta-feira;2025-09 Setembro
00077818;2025-09-18;2347;045.203125078257;2.000000;1300.000000;0.000000;006-045.203125078257;006;5.101     ;045.203125078257;F00041 URNA 045 MADEIRA COM RELEVO BRANCO ESMALTAD;1;URNAS                                   ;15;URNA MADEIRA RELEVO                     ;2347;JULIANA ANDRIO MENDES DE CARVALHO       ;GUARULHOS                     ;SP;3518800;2025-09;Quinta-feira;2025-09 Setembro
00077826;2025-09-19;340;004.080002020411;70.000000;7700.000000;0.000000;031-004.080002020411;031;6.101     ;004.080002020411;I09039 URNA CARNEIRINHO S/VISOR ALÇA DURA C/VERNIZ;1;URNAS                                   ;2;URNA STD                                ;340;UEMURA E SAMPAIO LTDA                   ;DOURADOS                      ;MS;5003702;2025-09;Sexta-feira;2025-09 Setembro
00077826;2025-09-19;340;020.080104050732;140.000000;19600.000000;0.000000;031-020.080104050732;031;6.101     ;020.080104050732;I09716 URNA 020 BORDADA CASTANHO VARÃO CANOPLA DOU;1;URNAS                                   ;2;URNA STD                                ;340;UEMURA E SAMPAIO LTDA                   ;DOURADOS                      ;MS;5003702;2025-09;Sexta-feira;2025-09 Setembro
00077826;2025-09-19;340;020.100106051228;10.000000;1650.000000;0.000000;031-020.100106051228;031;6.101     ;020.100106051228;I09884 URNA 020 GORDA NORMAL SOMBREADO TNT + RENDA;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;340;UEMURA E SAMPAIO LTDA                   ;DOURADOS                      ;MS;5003702;2025-09;Sexta-feira;2025-09 Setembro
00077826;2025-09-19;340;040.080306050913;70.000000;10500.000000;0.000000;031-040.080306050913;031;6.101     ;040.080306050913;I09874 URNA 040 STD SOMBREADO TNT + RENDA + VISOR ;1;URNAS                                   ;2;URNA STD                                ;340;UEMURA E SAMPAIO LTDA                   ;DOURADOS                      ;MS;5003702;2025-09;Sexta-feira;2025-09 Setembro
00077826;2025-09-19;340;040.100306050913;10.000000;2050.000000;0.000000;031-040.100306050913;031;6.101     ;040.100306050913;F00093 URNA 040 G SOMBREADO ALÇA FLORAL DOURADA.  ;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;340;UEMURA E SAMPAIO LTDA                   ;DOURADOS                      ;MS;5003702;2025-09;Sexta-feira;2025-09 Setembro
00077830;2025-09-22;4042;004.080002020411;30.000000;8640.000000;0.000000;045-004.080002020411;045;6.107     ;004.080002020411;I09039 URNA CARNEIRINHO S/VISOR ALÇA DURA C/VERNIZ;1;URNAS                                   ;2;URNA STD                                ;4042;FUNERARIA NOSSA SENHORA APARECIDA DE ITA;ITAUNA                        ;MG;3133808;2025-09;Segunda-feira;2025-09 Setembro
00077839;2025-09-22;2257;004.080003010211;5.000000;1474.000000;0.000000;009-004.080003010211;009;6.101     ;004.080003010211;I09038 URNA 002 ASSISTENCIAL S/VERNIZ ALÇA DURA   ;1;URNAS                                   ;2;URNA STD                                ;2257;KLEYSON ALEXANDRE DOS SANTOS LTDA       ;SAO DOMINGOS DO PRATA         ;MG;3161007;2025-09;Segunda-feira;2025-09 Setembro
00077831;2025-09-22;467;010.080004030312;3.000000;990.000000;0.000000;009-010.080004030312;009;6.101     ;010.080004030312;I09710-010 CASTANHO ALÇA PARREIRA S/VISOR C/RENDA ;1;URNAS                                   ;2;URNA STD                                ;467;SERVICO FUNERARIO DE NOVA LIMA LTDA     ;NOVA LIMA                     ;MG;3144805;2025-09;Segunda-feira;2025-09 Setembro
00077839;2025-09-22;2257;013.001209082206;1.000000;319.000000;0.000000;009-013.001209082206;009;6.101     ;013.001209082206;I09894 URNA 0,60CM INFANTIL LISA BRANCO COM VERNIZ;1;URNAS                                   ;19;URNA 0.60 M SEXT.                       ;2257;KLEYSON ALEXANDRE DOS SANTOS LTDA       ;SAO DOMINGOS DO PRATA         ;MG;3161007;2025-09;Segunda-feira;2025-09 Setembro
00077839;2025-09-22;2257;013.080102040610;1.000000;324.500000;0.000000;009-013.080102040610;009;6.101     ;013.080102040610;I09534 URNA 013 STD CASTANHO LISA C/ VNZ ALÇA DURA;1;URNAS                                   ;2;URNA STD                                ;2257;KLEYSON ALEXANDRE DOS SANTOS LTDA       ;SAO DOMINGOS DO PRATA         ;MG;3161007;2025-09;Segunda-feira;2025-09 Setembro
00077831;2025-09-22;467;015.080106051112;3.000000;1115.400000;0.000000;009-015.080106051112;009;6.101     ;015.080106051112;I09712 URNA 015 SOMBREADA ALÇA PARREIRA COM VISOR ;1;URNAS                                   ;2;URNA STD                                ;467;SERVICO FUNERARIO DE NOVA LIMA LTDA     ;NOVA LIMA                     ;MG;3144805;2025-09;Segunda-feira;2025-09 Setembro
00077837;2025-09-22;805;020.080104051513;5.000000;1980.000000;0.000000;076-020.080104051513;076;6.107     ;020.080104051513;I10148 020 CASTANHO VISOR SILK FE ALCA FLORAL     ;1;URNAS                                   ;2;URNA STD                                ;805;FUNERARIA E PLANO FUNERAL RIO NOVO LTDA ;RIO NOVO                      ;MG;3155405;2025-09;Segunda-feira;2025-09 Setembro
00077831;2025-09-22;467;020.080106050732;3.000000;1287.000000;0.000000;009-020.080106050732;009;6.101     ;020.080106050732;I09714 URNA 020 BORDADA SOMBREADA VARAO E CANOPLA ;1;URNAS                                   ;2;URNA STD                                ;467;SERVICO FUNERARIO DE NOVA LIMA LTDA     ;NOVA LIMA                     ;MG;3144805;2025-09;Segunda-feira;2025-09 Setembro
00077839;2025-09-22;2257;020.080106051228;10.000000;3400.000000;0.000000;009-020.080106051228;009;6.101     ;020.080106051228;I09718 URNA 020 STD SOMBREADO VARÃO SEM PONTEIRA  ;1;URNAS                                   ;2;URNA STD                                ;2257;KLEYSON ALEXANDRE DOS SANTOS LTDA       ;SAO DOMINGOS DO PRATA         ;MG;3161007;2025-09;Segunda-feira;2025-09 Setembro
00077837;2025-09-22;805;020.080106051513;5.000000;1980.000000;0.000000;076-020.080106051513;076;6.107     ;020.080106051513;I10149 URNA 020 SOMBREADO VISOR SILK FE ALÇA FLORA;1;URNAS                                   ;2;URNA STD                                ;805;FUNERARIA E PLANO FUNERAL RIO NOVO LTDA ;RIO NOVO                      ;MG;3155405;2025-09;Segunda-feira;2025-09 Setembro
00077836;2025-09-22;2092;020.080107055532;1.000000;478.500000;0.000000;009-020.080107055532;009;6.101     ;020.080107055532;I09792 URNA 020 CREJEIRA COM VARAO                ;1;URNAS                                   ;2;URNA STD                                ;2092;RONE DE PAIVA FERNANDES                 ;PIRANGA                       ;MG;3150802;2025-09;Segunda-feira;2025-09 Setembro
00077836;2025-09-22;2092;020.082006054832;1.000000;434.500000;0.000000;009-020.082006054832;009;6.101     ;020.082006054832;I09860 URNA 020 SOMB.VISOR 2/4 OND. VARAO CANOPLA ;1;URNAS                                   ;2;URNA STD                                ;2092;RONE DE PAIVA FERNANDES                 ;PIRANGA                       ;MG;3150802;2025-09;Segunda-feira;2025-09 Setembro
00077839;2025-09-22;2257;020.100104134613;1.000000;753.500000;0.000000;009-020.100104134613;009;6.101     ;020.100104134613;I09896 URNA 020 GORDA NORMAL CASTANHO BORDADO CINT;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;2257;KLEYSON ALEXANDRE DOS SANTOS LTDA       ;SAO DOMINGOS DO PRATA         ;MG;3161007;2025-09;Segunda-feira;2025-09 Setembro
00077835;2025-09-22;440;040.080204050913;1.000000;412.500000;0.000000;008-040.080204050913;008;6.101     ;040.080204050913;I09721 URNA 040 CAST. BORD. BIBLIA ALCA FLORAL DOU;1;URNAS                                   ;2;URNA STD                                ;440;SONIA DALVA DE FREITAS ROSA             ;INHAPIM                       ;MG;3130903;2025-09;Segunda-feira;2025-09 Setembro
00077836;2025-09-22;2092;040.080207055032;1.000000;495.000000;0.000000;009-040.080207055032;009;6.101     ;040.080207055032;I09794 URNA 040 STD CEREJEIRA BORDADO TNT + RENDA ;1;URNAS                                   ;2;URNA STD                                ;2092;RONE DE PAIVA FERNANDES                 ;PIRANGA                       ;MG;3150802;2025-09;Segunda-feira;2025-09 Setembro
00077835;2025-09-22;440;040.080406059613;1.000000;475.200000;0.000000;008-040.080406059613;008;6.101     ;040.080406059613;I09930 URNA 040 NOSSA SENHORA SOMBREADO ALÇA FLORA;1;URNAS                                   ;2;URNA STD                                ;440;SONIA DALVA DE FREITAS ROSA             ;INHAPIM                       ;MG;3130903;2025-09;Segunda-feira;2025-09 Setembro
00077836;2025-09-22;2092;040.080604051613;1.000000;495.000000;0.000000;009-040.080604051613;009;6.101     ;040.080604051613;I09730 URNA 030 CASTANHO COM ALÇA FLORAL          ;1;URNAS                                   ;2;URNA STD                                ;2092;RONE DE PAIVA FERNANDES                 ;PIRANGA                       ;MG;3150802;2025-09;Segunda-feira;2025-09 Setembro
00077835;2025-09-22;440;040.080806050913;1.000000;413.000000;0.000000;008-040.080806050913;008;6.101     ;040.080806050913;I09733 URNA 040 SOMB. BORD. CRUZ E CRISTO ALÇA FLO;1;URNAS                                   ;2;URNA STD                                ;440;SONIA DALVA DE FREITAS ROSA             ;INHAPIM                       ;MG;3130903;2025-09;Segunda-feira;2025-09 Setembro
00077836;2025-09-22;2092;040.080907056832;1.000000;481.000000;0.000000;009-040.080907056832;009;6.101     ;040.080907056832;I09796 URNA 020 RAIO DE SOL CEREJEIRA COM BIBLIA  ;1;URNAS                                   ;2;URNA STD                                ;2092;RONE DE PAIVA FERNANDES                 ;PIRANGA                       ;MG;3150802;2025-09;Segunda-feira;2025-09 Setembro
00077836;2025-09-22;2092;040.082906057432;1.000000;495.000000;0.000000;009-040.082906057432;009;6.101     ;040.082906057432;I09975 URNA 040 STD SOMBREADO TNT + RENDA + VISOR ;1;URNAS                                   ;2;URNA STD                                ;2092;RONE DE PAIVA FERNANDES                 ;PIRANGA                       ;MG;3150802;2025-09;Segunda-feira;2025-09 Setembro
00077835;2025-09-22;440;040.085004056713;3.000000;990.000000;0.000000;008-040.085004056713;008;6.101     ;040.085004056713;F00087 URNA 020 CAST. ESCAMA DE PEIXE CRUZ CRISTO ;1;URNAS                                   ;2;URNA STD                                ;440;SONIA DALVA DE FREITAS ROSA             ;INHAPIM                       ;MG;3130903;2025-09;Segunda-feira;2025-09 Setembro
00077829;2025-09-22;575;004.080002020411;8.000000;2534.400000;0.000000;036-004.080002020411;036;6.101     ;004.080002020411;I09039 URNA CARNEIRINHO S/VISOR ALÇA DURA C/VERNIZ;1;URNAS                                   ;2;URNA STD                                ;575;FUNERARIA DIVINOPOLIS LTDA              ;DIVINOPOLIS                   ;MG;3122306;2025-09;Segunda-feira;2025-09 Setembro
00077829;2025-09-22;575;010.080004030312;20.000000;6600.000000;0.000000;009-010.080004030312;009;6.101     ;010.080004030312;I09710-010 CASTANHO ALÇA PARREIRA S/VISOR C/RENDA ;1;URNAS                                   ;2;URNA STD                                ;575;FUNERARIA DIVINOPOLIS LTDA              ;DIVINOPOLIS                   ;MG;3122306;2025-09;Segunda-feira;2025-09 Setembro
00077840;2025-09-22;874;010.080004030459;12.000000;3600.000000;0.000000;009-010.080004030459;009;6.101     ;010.080004030459;F00077 URNA 010 STD CASTANHO BORDADO ALÇA PLASTICA;1;URNAS                                   ;2;URNA STD                                ;874;FUNERARIA DIVISA NOVA LTDA ME           ;DIVISA NOVA                   ;MG;3122405;2025-09;Segunda-feira;2025-09 Setembro
00077827;2025-09-22;2072;013.001209082206;2.000000;594.000000;0.000000;008-013.001209082206;008;6.101     ;013.001209082206;I09894 URNA 0,60CM INFANTIL LISA BRANCO COM VERNIZ;1;URNAS                                   ;19;URNA 0.60 M SEXT.                       ;2072;DJE SERVICOS FUNERARIOS LTDA            ;ALPINOPOLIS                   ;MG;3101904;2025-09;Segunda-feira;2025-09 Setembro
00077834;2025-09-22;388;013.080102050728;4.000000;1452.000000;0.000000;009-013.080102050728;009;6.101     ;013.080102050728;I08310 URNA 020 CASTANHO LISA VARÃO E RENDA       ;1;URNAS                                   ;2;URNA STD                                ;388;FUNERARIA ALVINOPOLIS LTDA              ;ALVINOPOLIS                   ;MG;3102308;2025-09;Segunda-feira;2025-09 Setembro
00077829;2025-09-22;575;015.080104051112;8.000000;2745.600000;0.000000;036-015.080104051112;036;6.101     ;015.080104051112;I09713 URNA 015 CASTANHO ALÇA PARREIRA COM VISOR  ;1;URNAS                                   ;2;URNA STD                                ;575;FUNERARIA DIVINOPOLIS LTDA              ;DIVINOPOLIS                   ;MG;3122306;2025-09;Segunda-feira;2025-09 Setembro
00077838;2025-09-22;952;015.080104051112;30.000000;7800.000000;0.000000;037-015.080104051112;037;6.101     ;015.080104051112;I09713 URNA 015 CASTANHO ALÇA PARREIRA COM VISOR  ;1;URNAS                                   ;2;URNA STD                                ;952;EMPRESA SANTA CLARA - EIRELI - EPP      ;SAO LOURENCO                  ;MG;3163706;2025-09;Segunda-feira;2025-09 Setembro
00077833;2025-09-22;4091;020.080104050732;5.000000;1750.000000;0.000000;048-020.080104050732;048;6.107     ;020.080104050732;I09716 URNA 020 BORDADA CASTANHO VARÃO CANOPLA DOU;1;URNAS                                   ;2;URNA STD                                ;4091;ASSUNCAO REMOCOES E TRANSLADO LTDA      ;BELO HORIZONTE                ;MG;3106200;2025-09;Segunda-feira;2025-09 Setembro
00077838;2025-09-22;952;020.080104050732;30.000000;8400.000000;0.000000;032-020.080104050732;032;6.101     ;020.080104050732;I09716 URNA 020 BORDADA CASTANHO VARÃO CANOPLA DOU;1;URNAS                                   ;2;URNA STD                                ;952;EMPRESA SANTA CLARA - EIRELI - EPP      ;SAO LOURENCO                  ;MG;3163706;2025-09;Segunda-feira;2025-09 Setembro
00077827;2025-09-22;2072;020.080104053334;15.000000;1980.000000;0.000000;035-020.080104053334;035;6.101     ;020.080104053334;I09805 URNA 020 CASTANHO COM VARAO E CANOPLA NATU ;1;URNAS                                   ;2;URNA STD                                ;2072;DJE SERVICOS FUNERARIOS LTDA            ;ALPINOPOLIS                   ;MG;3101904;2025-09;Segunda-feira;2025-09 Setembro
00077827;2025-09-22;2072;020.100104050728;2.000000;550.000000;0.000000;035-020.100104050728;035;6.101     ;020.100104050728;I10054 URNA 020 G CASTANHO C/ SILK E VARAO PONTEIR;1;URNAS                                   ;5;URNA GORDA NORMAL                       ;2072;DJE SERVICOS FUNERARIOS LTDA            ;ALPINOPOLIS                   ;MG;3101904;2025-09;Segunda-feira;2025-09 Setembro
00077829;2025-09-22;575;040.080206050913;5.000000;2200.000000;0.000000;009-040.080206050913;009;6.101     ;040.080206050913;I09722 URNA 040 SOMB. BORD. BIBLIA ALÇA FLORAL DOU;1;URNAS                                   ;2;URNA STD                                ;575;FUNERARIA DIVINOPOLIS LTDA              ;DIVINOPOLIS                   ;MG;3122306;2025-09;Segunda-feira;2025-09 Setembro
00077833;2025-09-22;4091;040.080206050932;5.000000;1750.000000;0.000000;048-040.080206050932;048;6.107     ;040.080206050932;I09720 URNA 040 SOMB. BORD. BIBLIA VARAO CANO.DOUR;1;URNAS                                   ;2;URNA STD                                ;4091;ASSUNCAO REMOCOES E TRANSLADO LTDA      ;BELO HORIZONTE                ;MG;3106200;2025-09;Segunda-feira;2025-09 Setembro
00077833;2025-09-22;4091;040.084604056713;1.000000;330.000000;0.000000;009-040.084604056713;009;6.107     ;040.084604056713;F00078 URNA 020 CAST. ESCAMA DE PEIXE FLOR DOURAD ;1;URNAS                                   ;2;URNA STD                                ;4091;ASSUNCAO REMOCOES E TRANSLADO LTDA      ;BELO HORIZONTE                ;MG;3106200;2025-09;Segunda-feira;2025-09 Setembro
00077833;2025-09-22;4091;040.084704056713;1.000000;330.000000;0.000000;009-040.084704056713;009;6.107     ;040.084704056713;F00079 URNA 20 CAS. ESCAMA DE PEIXE COM PLAQUETA  ;1;URNAS                                   ;2;URNA STD                                ;4091;ASSUNCAO REMOCOES E TRANSLADO LTDA      ;BELO HORIZONTE                ;MG;3106200;2025-09;Segunda-feira;2025-09 Setembro
00077834;2025-09-22;388;040.084704056713;4.000000;1320.000000;0.000000;009-040.084704056713;009;6.101     ;040.084704056713;F00079 URNA 20 CAS. ESCAMA DE PEIXE COM PLAQUETA  ;1;URNAS                                   ;2;URNA STD                                ;388;FUNERARIA ALVINOPOLIS LTDA              ;ALVINOPOLIS                   ;MG;3102308;2025-09;Segunda-feira;2025-09 Setembro
00077833;2025-09-22;4091;040.084804056713;1.000000;330.000000;0.000000;009-040.084804056713;009;6.107     ;040.084804056713;F00083 URNA 020 CAST. ESCAMA DE PEIXE ROSTO CRIST ;1;URNAS                                   ;2;URNA STD                                ;4091;ASSUNCAO REMOCOES E TRANSLADO LTDA      ;BELO HORIZONTE                ;MG;3106200;2025-09;Segunda-feira;2025-09 Setembro
00077834;2025-09-22;388;040.084804056713;4.000000;1320.000000;0.000000;009-040.084804056713;009;6.101     ;040.084804056713;F00083 URNA 020 CAST. ESCAMA DE PEIXE ROSTO CRIST ;1;URNAS                                   ;2;URNA STD                                ;388;FUNERARIA ALVINOPOLIS LTDA              ;ALVINOPOLIS                   ;MG;3102308;2025-09;Segunda-feira;2025-09 Setembro
00077833;2025-09-22;4091;040.084904056713;1.000000;330.000000;0.000000;009-040.084904056713;009;6.107     ;040.084904056713;F00086 URNA 020 CAST. ESCAMA DE PEIXE BIBLIA LUXO ;1;URNAS                                   ;2;URNA STD                                ;4091;ASSUNCAO REMOCOES E TRANSLADO LTDA      ;BELO HORIZONTE                ;MG;3106200;2025-09;Segunda-feira;2025-09 Setembro
00077833;2025-09-22;4091;040.085004056713;1.000000;330.000000;0.000000;009-040.085004056713;009;6.107     ;040.085004056713;F00087 URNA 020 CAST. ESCAMA DE PEIXE CRUZ CRISTO ;1;URNAS                                   ;2;URNA STD                                ;4091;ASSUNCAO REMOCOES E TRANSLADO LTDA      ;BELO HORIZONTE                ;MG;3106200;2025-09;Segunda-feira;2025-09 Setembro
00077840;2025-09-22;874;4060009         ;2.000000;500.000000;0.000000;009-4060009;009;6.101     ;4060009         ;R. PEDESTAL MODULADO CASTANHA LISO C/VNZ EMBALADO ;406;COMPONENTES                             ;2;COMPONENTES PINTADOS                    ;874;FUNERARIA DIVISA NOVA LTDA ME           ;DIVISA NOVA                   ;MG;3122405;2025-09;Segunda-feira;2025-09 Setembro
00077843;2025-09-23;2381;KIT.080102177100;200.000000;36000.000000;0.000000;025-KIT.080102177100;025;6.101     ;KIT.080102177100;KIT VENDA STD CASTANHO LISA                       ;3;KIT VENDA                               ;1;KIT VENDA                               ;2381;RHAJ EMPREENDIMENTOS LTDA               ;TENENTE LAURENTINO CRUZ       ;RN;2414159;2025-09;Terça-feira;2025-09 Setembro
00077843;2025-09-23;2381;KIT.080106177100;400.000000;72000.000000;0.000000;025-KIT.080106177100;025;6.101     ;KIT.080106177100;KIT VENDA STD SOMBREADO                           ;3;KIT VENDA                               ;1;KIT VENDA                               ;2381;RHAJ EMPREENDIMENTOS LTDA               ;TENENTE LAURENTINO CRUZ       ;RN;2414159;2025-09;Terça-feira;2025-09 Setembro
00077842;2025-09-23;267;004.080002020411;100.000000;20000.000000;0.000000;002-004.080002020411;002;5.101     ;004.080002020411;I09039 URNA CARNEIRINHO S/VISOR ALÇA DURA C/VERNIZ;1;URNAS                                   ;2;URNA STD                                ;267;EMPRESA MUNIC DE DESEMVOLV URBANO RURAL ;BAURU                         ;SP;3506003;2025-09;Terça-feira;2025-09 Setembro
00077845;2025-09-23;383;010.080004030312;15.000000;4950.000000;0.000000;009-010.080004030312;009;5.101     ;010.080004030312;I09710-010 CASTANHO ALÇA PARREIRA S/VISOR C/RENDA ;1;URNAS                                   ;2;URNA STD                                ;383;FUNERARIA OLVP LTDA-ME                  ;ITATIBA                       ;SP;3523404;2025-09;Terça-feira;2025-09 Setembro
00077844;2025-09-23;2217;013.080100040010;100.000000;20000.000000;0.000000;016-013.080100040010;016;5.101     ;013.080100040010;I09660 NATURAL COM VISOR                          ;1;URNAS                                   ;2;URNA STD                                ;2217;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;SAO PAULO                     ;SP;3550308;2025-09;Terça-feira;2025-09 Setembro
